KEY,MEANING,DESCRIPTION,Sheet,CCMS-rule
COMPANY_INPUT_B_6WP4_75A,Company: Luxury assets?,Company: Luxury assets?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_6WP4_76A,Company: Other property is owned/leased?,Company: Other property is owned/leased?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_6WP4_8A,client has Income Tax and NI deducted from company salary,client has Income Tax and NI deducted from company salary,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_6WP4_9A,client has their last 3 wage slips from company which they can send,client has their last 3 wage slips from company which they can send,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_11A,Company: L&R Partner Salary?,Company: L&R Partner Salary?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_14A,Company: Partner L&R - Due monies from winding down?,Company: Partner L&R - Due monies from winding down?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_16A,Company: Partner L&R - Amount can be paid this month?,Company: Partner L&R - Amount can be paid this month?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_1A,Company: Client L&R Client Salary?,Company: Client L&R Client Salary?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_4A,Company: Client L&R - Due monies from winding down?,Company: Client L&R - Due monies from winding down?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_7WP4_6A,Company: Client L&R - Amount can be paid this month?,Company: Client L&R - Amount can be paid this month?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_9WP4_1A,Company: Subject to restraint (freezing) order?,Company: Subject to restraint (freezing) order?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_9WP4_2A,Company: Subject to bankruptcy?,Company: Subject to bankruptcy?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_9WP4_4A,Company: SMOD in other proceedings?,Company: SMOD in other proceedings?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_B_9WP4_5A,Company: Subject to foreign exchange controls?,Company: Subject to foreign exchange controls?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_5WP4_42A,Company: Completed accounts - profit after tax,Company: Completed accounts - profit after tax,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_5WP4_47A,Company: Draft accounts - profit after tax,Company: Draft accounts - profit after tax,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_5WP4_50A,Company: Means 1c- profit after tax,Company: Means 1c- profit after tax,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_12A,Company: Balance of Client Loan,Company: Balance of Client Loan,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_13A,Company: Client Loan year 1,Company: Client Loan year 1,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_14A,Company: Client Loan year 2,Company: Client Loan year 2,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_15A,Company: Client Loan year 3,Company: Client Loan year 3,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_17A,Company: Amount of loan that can be repaid by company to client,Company: Amount of loan that can be repaid by company to client,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_19A,Company: The amount of monies allocated to client,Company: The amount of monies allocated to client,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_21A,Company: Amount of money due that can be paid to client,Company: Amount of money due that can be paid to client,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_23A,Company: Amount loaned to client that has been repaid?,Company: Amount loaned to client that has been repaid?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_2B,Company: Amount of Client's Salary so far this year,Company: Amount of Client's Salary so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_32B,Company: Amount of Partner's Salary so far this year,Company: Amount of Partner's Salary so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_34B,Company: Amount of Partner Salary paid last year,Company: Amount of Partner Salary paid last year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_36A,Company: Amount of Partner's Bonuses & Commission,Company: Amount of Partner's Bonuses & Commission,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_37A,Company: Amount of Partner's BIK,Company: Amount of Partner's BIK,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_42A,Company: Balance of Partner Loan,Company: Balance of Partner Loan,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_43A,Company: Partner Loan year 1,Company: Partner Loan year 1,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_44A,Company: Partner Loan year 2,Company: Partner Loan year 2,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_45A,Company: Partner Loan year 3,Company: Partner Loan year 3,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_47A,Company: Amount of loan that can be repaid by company to partner,Company: Amount of loan that can be repaid by company to partner,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_49A,Company: Liability for luxury asset,Company: Liability for luxury asset,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_4B,Company: Amount of client Salary paid last year,Company: Amount of client Salary paid last year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_51A,Company: Amount of money due that can be paid to partner,Company: Amount of money due that can be paid to partner,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_53A,Company: Amount loaned to partner that has been repaid?,Company: Amount loaned to partner that has been repaid?,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_61A,Company: Total dividends paid last year,Company: Total dividends paid last year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_62A,Company: Total dividends received by client,Company: Total dividends received by client,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_63A,Company: Total dividends received by partner,Company: Total dividends received by partner,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_68A,Company: Market value of luxury asset,Company: Market value of luxury asset,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_69A,Company: Fixed Assets,Company: Fixed Assets,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_6A,Company: Amount of client's Bonuses & Commission,Company: Amount of client's Bonuses & Commission,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_70A,Company: Stock,Company: Stock,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_71A,Company: Debtors & Prepayments,Company: Debtors & Prepayments,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_72A,Company: Other Current Assets,Company: Other Current Assets,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_73A,Company: Liabilities,Company: Liabilities,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_74A,Company: Shareholders Fund,Company: Shareholders Fund,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_75A,Company: Profit after Tax & Dividends,Company: Profit after Tax & Dividends,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_79A,Company: Amount of market value for non-profit assets,Company: Amount of market value for non-profit assets,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_7A,Company: Amount of Client's BIK,Company: Amount of Client's BIK,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_80A,Company: The amount of monies allocated to partner,Company: The amount of monies allocated to partner,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_90A,Company: The Client PAYE amount paid so far this year,Company: The Client PAYE amount paid so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_91A,Company: The Client NI amount paid so far this year,Company: The Client NI amount paid so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_94A,Company: The Partner PAYE amount paid so far this year,Company: The Partner PAYE amount paid so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_6WP4_95A,Company: The Partner NI amount paid so far this year,Company: The Partner NI amount paid so far this year,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_7WP4_12A,amount of tax/NI deducted by company from partner salary,amount of tax/NI deducted by company from partner salary,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_7WP4_15A,Company: Partner L&R - Amount due from winding down,Company: Partner L&R - Amount due from winding down,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_7WP4_2A,amount of tax/NI deducted by company from client salary,amount of tax/NI deducted by company from client salary,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_C_7WP4_5A,Company: Client L&R - Amount due from winding down,Company: Client L&R - Amount due from winding down,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_5WP4_41A,Company: Completed accounts - year ending,Company: Completed accounts - year ending,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_5WP4_44A,Company: Date completed accounts available,Company: Date completed accounts available,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_5WP4_49A,Company: Date draft accounts available,Company: Date draft accounts available,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_5WP4_51A,Company: Means 1c- period ending,Company: Means 1c- period ending,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_6WP4_1B,Company: The date client became a director,Company: The date client became a director,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_D_6WP4_31B,Company: The date partner became a director,Company: The date partner became a director,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_N_5WP4_10A,Company: Registered number,Company: Registered number,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_N_5WP4_28A,Company: Number of shares owned by client,Company: Number of shares owned by client,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_N_5WP4_29A,Company: Number of shares owned by partner,Company: Number of shares owned by partner,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_N_5WP4_30A,Company: Number of other directors,Company: Number of other directors,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
COMPANY_INPUT_N_5WP4_31A,Company: Number of shares issued,Company: Number of shares issued,ATTRIBUTES (MEA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
